City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
294,Qujing,CN,25.4833,103.7833,66.43,80,91,3.76,overcast clouds
295,Kendari,ID,-3.945,122.4989,74.48,93,100,2.28,overcast clouds
296,Maceio,BR,-9.6658,-35.7353,74.64,88,90,5.75,overcast clouds
297,Olafsvik,IS,64.8945,-23.7142,56.14,76,32,1.77,scattered clouds
298,Nikki,BJ,9.9401,3.2108,77.67,81,76,8.68,light rain
299,Itoman,JP,26.1247,127.6694,80.98,89,20,20.71,few clouds
300,Bubaque,GW,11.2833,-15.8333,79.74,80,100,5.01,light rain
301,Gomel,BY,52.4345,30.9754,76.98,53,75,2.24,broken clouds
302,Grindavik,IS,63.8424,-22.4338,59.56,88,75,8.05,broken clouds
303,Sakakah,SA,29.9697,40.2064,101.71,10,30,10.45,scattered clouds
304,Camacha,PT,33.0833,-16.3333,75.96,83,75,16.11,broken clouds
305,Sabzevar,IR,36.2126,57.6819,87.91,17,54,18.7,broken clouds
306,Chabahar,IR,25.2919,60.643,85.53,76,25,4.56,scattered clouds
307,Lensk,RU,60.7253,114.9278,59.52,98,96,4.54,light rain
308,Avarua,CK,-21.2078,-159.775,68.05,94,90,2.3,overcast clouds
309,Atikokan,CA,48.7555,-91.6216,74.03,63,89,8.99,overcast clouds
310,Udachnyy,RU,66.4167,112.4,62.74,55,0,10.33,clear sky
311,Tahoua,NE,14.8888,5.2692,94.35,36,62,6.06,broken clouds
312,Santa Cruz,BO,-17.8,-63.1667,81.86,28,20,8.05,few clouds
313,Banda Aceh,ID,5.5577,95.3222,81.07,76,99,12.82,overcast clouds
314,Kuchera,IN,26.9839,73.9719,91.08,56,100,6.93,overcast clouds
315,Labrea,BR,-7.2586,-64.7981,97.02,21,93,4.41,overcast clouds
316,Ayakudi,IN,10.45,77.55,80.58,59,100,13.31,overcast clouds
317,Waddan,LY,29.1614,16.139,106.41,8,1,13.38,clear sky
318,Zhicheng,CN,30.2956,111.5047,79.47,86,9,6.11,light rain
319,Solnechnyy,RU,50.7214,136.6319,57.16,98,99,2.21,overcast clouds
320,Olinda,BR,-8.0089,-34.8553,76.73,83,75,19.57,mist
321,Clearwater,US,27.9659,-82.8001,87.26,78,75,14.0,broken clouds
322,Zlitan,LY,32.4674,14.5687,98.04,29,2,15.77,clear sky
323,Pravdinsk,RU,54.4429,21.0179,71.44,62,98,9.37,overcast clouds
324,Caranavi,BO,-15.8167,-67.55,76.1,38,1,4.12,clear sky
325,Nampula,MZ,-15.1165,39.2666,67.95,71,54,6.69,broken clouds
326,Gimli,CA,50.6336,-96.9907,65.43,95,99,17.25,overcast clouds
327,Bonoua,CI,5.2741,-3.595,82.02,71,90,10.69,light rain
328,Ottawa,CA,45.4112,-75.6981,84.58,56,75,1.01,broken clouds
329,Yatou,CN,37.15,122.3833,75.65,95,100,5.01,overcast clouds
330,Meulaboh,ID,4.1363,96.1285,78.21,82,97,4.74,overcast clouds
331,Valparaiso,CL,-33.0393,-71.6273,56.84,84,90,4.61,mist
332,Collie,AU,-33.3667,116.15,42.98,93,0,3.65,clear sky
333,Pisco,PE,-13.7,-76.2167,66.25,68,0,13.8,clear sky
334,Vardo,NO,70.3705,31.1107,57.4,87,75,4.61,broken clouds
335,Kamaishi,JP,39.2667,141.8833,76.6,93,1,5.68,clear sky
336,Nanortalik,GL,60.1432,-45.2371,47.5,85,88,7.4,overcast clouds
337,Shelton,US,41.3165,-73.0932,74.21,82,90,1.99,mist
338,El Viejo,NI,12.6633,-87.1672,82.58,77,98,1.88,overcast clouds
339,Luwuk,ID,-0.9516,122.7875,76.78,90,100,6.6,overcast clouds
340,Boca Do Acre,BR,-8.7522,-67.3978,93.72,23,0,5.08,clear sky
341,Palmer,US,42.1584,-72.3287,69.73,81,90,1.01,overcast clouds
342,Wilmington,US,34.2257,-77.9447,78.98,85,75,6.91,broken clouds
343,Husavik,IS,66.0449,-17.3389,54.97,78,75,8.59,broken clouds
344,Lianran,CN,24.9227,102.485,67.77,80,98,1.9,overcast clouds
345,Dikson,RU,73.5069,80.5464,53.06,84,1,3.8,clear sky
346,Guangyuan,CN,32.442,105.823,73.49,80,90,4.83,overcast clouds
347,Bartica,GY,6.4,-58.6167,89.92,51,52,2.55,broken clouds
348,San Lorenzo,PY,-25.3333,-57.5333,73.17,35,100,7.34,overcast clouds
349,Lakes Entrance,AU,-37.8811,147.981,48.18,81,65,13.82,broken clouds
350,Mikkeli,FI,61.6886,27.2723,66.31,52,0,4.61,clear sky
351,Ulu-Telyak,RU,54.9086,56.9669,64.89,95,75,2.8,broken clouds
352,Kisumu,KE,-0.1022,34.7617,72.39,72,50,4.45,light rain
353,Korla,CN,41.7597,86.1469,86.27,21,84,11.83,broken clouds
354,Skoghall,SE,59.3232,13.4655,72.16,37,30,8.05,scattered clouds
355,Bonfim,BR,3.0833,-59.95,84.9,65,15,6.85,few clouds
356,Floro,NO,61.5996,5.0328,72.3,63,40,9.22,scattered clouds
357,Lucea,JM,18.451,-78.1736,85.86,64,16,5.1,few clouds
358,Tezu,IN,27.9167,96.1667,79.92,85,57,4.36,broken clouds
359,Shihezi,CN,44.3,86.0333,73.58,57,73,7.7,light rain
360,Acarau,BR,-2.8856,-40.12,89.58,47,23,14.36,few clouds
361,Tallahassee,US,30.4383,-84.2807,80.92,92,90,1.01,overcast clouds
362,Lima,PE,-12.0432,-77.0282,64.65,72,40,16.11,scattered clouds
363,Saint-Augustin,CA,51.226,-58.6502,74.77,41,0,19.8,clear sky
364,Richards Bay,ZA,-28.783,32.0377,67.37,75,0,10.85,clear sky
365,Kloulklubed,PW,7.0419,134.2556,75.7,68,98,3.4,overcast clouds
366,Republic,US,37.12,-93.4802,80.38,72,75,10.36,broken clouds
367,Tocopilla,CL,-22.092,-70.1979,68.68,52,1,3.69,clear sky
368,Enderby,GB,52.5878,-1.2062,64.0,73,100,17.0,overcast clouds
369,Namibe,AO,-15.1961,12.1522,75.29,58,1,8.5,clear sky
370,Omboue,GA,-1.5746,9.2618,78.6,69,65,11.83,broken clouds
371,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.05,80,82,10.11,broken clouds
372,Kutum,SD,14.2,24.6667,88.77,30,61,10.63,broken clouds
373,Gamba,GA,-2.65,10.0,76.05,76,81,11.34,broken clouds
374,Tual,ID,-5.6667,132.75,80.51,78,60,21.0,broken clouds
375,Maldonado,UY,-34.6667,-54.9167,62.22,82,58,11.74,broken clouds
376,Mopti,ML,14.6667,-4.0,96.12,34,80,4.79,broken clouds
377,Borzya,RU,50.3833,116.5167,59.2,70,19,2.35,few clouds
378,Alta,NO,69.9689,23.2717,58.26,63,0,8.05,clear sky
379,Rocky Mount,US,35.9382,-77.7905,81.36,50,1,10.36,clear sky
380,Naze,JP,28.3667,129.4833,77.67,94,100,22.68,overcast clouds
381,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,17.27,scattered clouds
382,Ambilobe,MG,-13.2,49.05,71.2,65,50,5.28,scattered clouds
383,Itacare,BR,-14.2775,-38.9967,76.03,71,100,10.22,overcast clouds
384,Tateyama,JP,34.9833,139.8667,80.62,84,12,7.92,few clouds
385,Carmen,MX,18.6333,-91.8333,84.24,74,75,11.5,broken clouds
386,Antofagasta,CL,-23.65,-70.4,66.22,60,0,5.79,clear sky
387,Manado,ID,1.487,124.8455,79.57,83,20,2.3,few clouds
388,Kieta,PG,-6.2167,155.6333,77.85,85,100,8.05,overcast clouds
389,Vung Tau,VN,10.346,107.0843,82.04,81,96,17.09,overcast clouds
390,Karratha,AU,-20.7377,116.8463,73.38,30,59,15.84,broken clouds
391,Cabedelo,BR,-6.9811,-34.8339,83.07,79,74,18.59,broken clouds
392,Albertville,US,34.2676,-86.2089,82.65,55,1,1.01,clear sky
393,Knysna,ZA,-34.0363,23.0471,58.82,92,72,3.6,light rain
394,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.6,53,67,3.74,broken clouds
395,Shingu,JP,33.7333,135.9833,79.92,79,52,7.52,broken clouds
396,Monte Patria,CL,-30.6919,-70.9467,70.99,38,11,4.16,few clouds
397,Yarim,YE,14.298,44.3779,60.75,69,66,4.47,broken clouds
398,Noumea,NC,-22.2763,166.4572,70.0,99,99,11.99,overcast clouds
399,Alberton,CA,46.8168,-64.0654,61.84,91,100,11.01,heavy intensity rain
400,Nagato,JP,34.3833,131.2,78.21,83,0,5.48,clear sky
401,Ostrovnoy,RU,68.0531,39.5131,52.61,68,100,2.51,overcast clouds
402,Aztec,US,36.8222,-107.9929,80.31,38,0,11.03,clear sky
403,Nizwa,OM,22.9333,57.5333,102.22,11,29,6.53,scattered clouds
404,Belaya Gora,RU,68.5333,146.4167,39.99,90,100,3.67,overcast clouds
405,Ust-Maya,RU,60.4167,134.5333,57.0,69,41,4.52,scattered clouds
406,Vao,NC,-22.6667,167.4833,67.71,62,90,19.39,overcast clouds
407,Maua,BR,-23.6678,-46.4614,66.52,59,34,7.07,scattered clouds
408,Englewood,US,39.6478,-104.9878,82.71,40,1,1.01,clear sky
409,Mocuba,MZ,-16.8392,36.9856,71.98,67,20,9.1,few clouds
410,Berlevag,NO,70.8578,29.0864,55.4,86,99,5.93,overcast clouds
411,Villa Bruzual,VE,9.3328,-69.1208,81.43,68,70,6.53,broken clouds
412,Ilulissat,GL,69.2167,-51.1,51.82,62,75,8.05,broken clouds
413,Wenzhou,CN,27.9994,120.6668,77.94,95,100,4.03,moderate rain
414,Tamworth,GB,52.634,-1.6959,63.37,87,100,8.01,light rain
415,Smithers,CA,54.7804,-127.1743,61.0,92,100,2.91,overcast clouds
416,Jibuti,DJ,11.5,42.5,98.02,36,58,3.96,broken clouds
417,Lipin Bor,RU,60.2622,37.9763,62.94,54,100,2.73,light rain
418,Dovolnoye,RU,54.4958,79.6671,60.46,89,98,4.47,light rain
419,Weatherford,US,32.7593,-97.7972,86.94,74,10,1.01,clear sky
420,Seoul,KR,37.5683,126.9778,80.11,73,2,1.39,clear sky
421,Moffat,GB,55.3323,-3.4454,68.85,86,100,11.32,moderate rain
422,Tavda,RU,58.0425,65.2726,73.71,72,66,6.13,broken clouds
423,Hervey Bay,AU,-25.2986,152.8535,54.03,71,19,11.3,few clouds
424,Lewisporte,CA,49.2499,-55.0482,82.13,33,53,7.74,broken clouds
425,Kautokeino,NO,69.0125,23.0412,60.24,54,64,9.89,broken clouds
426,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,21,0,14.97,clear sky
427,Peterhead,GB,57.5058,-1.7981,67.12,83,27,23.96,scattered clouds
428,Alihe,CN,50.5667,123.7167,56.52,96,39,2.84,scattered clouds
429,East London,ZA,-33.0153,27.9116,66.7,85,36,3.83,scattered clouds
430,Christchurch,NZ,-43.5333,172.6333,46.9,88,75,1.99,moderate rain
431,Kurilsk,RU,45.2333,147.8833,59.47,95,100,6.11,overcast clouds
432,Leshukonskoye,RU,64.8989,45.7622,50.23,91,100,6.04,overcast clouds
433,Hambantota,LK,6.1241,81.1185,80.94,89,20,13.8,few clouds
434,Maragogi,BR,-9.0122,-35.2225,76.78,81,70,13.98,light rain
435,Nouadhibou,MR,20.931,-17.0347,70.3,86,26,26.11,scattered clouds
436,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.59,82,76,14.18,light rain
437,Milkovo,RU,54.7167,158.6167,37.51,88,23,3.96,few clouds
438,San Policarpo,PH,12.1791,125.5072,80.44,76,99,5.1,overcast clouds
439,Nuevitas,CU,21.5453,-77.2644,87.24,59,4,4.47,clear sky
440,Nuristan,AF,35.3,70.8333,49.78,69,49,2.33,scattered clouds
441,Leningradskiy,RU,69.3833,178.4167,38.34,98,81,3.51,broken clouds
442,Khasan,RU,42.4308,130.6434,73.33,80,69,3.18,broken clouds
443,Kitimat,CA,54.0524,-128.6534,60.91,95,99,4.29,moderate rain
444,Aklavik,CA,68.2191,-135.0107,60.33,48,82,10.8,broken clouds
445,Aksay,RU,47.26,39.87,90.25,29,58,5.01,broken clouds
446,Point Pedro,LK,9.8167,80.2333,82.31,80,100,23.58,light rain
447,Kununurra,AU,-15.7667,128.7333,73.38,16,58,10.36,broken clouds
448,Bonthe,SL,7.5264,-12.505,75.24,92,100,10.09,light rain
449,Esperance,AU,-33.8667,121.9,51.19,86,0,8.86,clear sky
450,Kalmunai,LK,7.4167,81.8167,83.32,66,100,4.52,overcast clouds
451,Dunedin,NZ,-45.8742,170.5036,41.58,88,64,3.91,broken clouds
452,Jaciara,BR,-15.9653,-54.9683,92.21,16,88,0.22,overcast clouds
453,Zhigansk,RU,66.7697,123.3711,52.79,45,0,3.49,clear sky
454,Lukulu,ZM,-14.3707,23.242,75.7,14,0,3.83,clear sky
455,Watertown,US,42.3709,-71.1828,68.07,93,90,1.01,light rain
456,Pocosol,CR,10.3667,-84.6167,88.7,79,84,4.14,broken clouds
457,Dorfen,DE,48.2667,12.15,69.87,77,38,4.61,scattered clouds
458,Ugoofaaru,MV,5.6667,73.0,83.23,75,91,11.86,overcast clouds
459,Westerland,DE,54.9079,8.3033,69.93,77,40,17.27,scattered clouds
460,Banepa,NP,27.6298,85.5214,71.92,88,75,2.3,moderate rain
461,Clyde River,CA,70.4692,-68.5914,35.11,98,100,9.98,moderate rain
462,Luena,AO,-11.7833,19.9167,78.21,14,0,4.88,clear sky
463,Zambezi,ZM,-13.5432,23.1047,76.77,13,0,4.92,clear sky
464,Billings,US,45.7833,-108.5007,77.36,30,58,3.33,broken clouds
465,Rio Gallegos,AR,-51.6226,-69.2181,62.65,31,75,51.79,dust
466,Salalah,OM,17.0151,54.0924,76.37,95,99,4.54,overcast clouds
467,Shenjiamen,CN,29.9576,122.298,79.56,92,43,8.86,scattered clouds
468,Touros,BR,-5.1989,-35.4608,81.5,63,48,18.07,scattered clouds
469,Viedma,AR,-40.8135,-62.9967,68.58,27,14,26.69,few clouds
470,Hongjiang,CN,27.11,109.9956,78.76,84,16,2.86,few clouds
471,Tautira,PF,-17.7333,-149.15,75.22,80,35,12.5,light rain
472,Benicarlo,ES,40.4165,0.4271,89.91,68,50,7.47,scattered clouds
473,Tessalit,ML,20.1986,1.0114,100.78,26,69,11.43,broken clouds
474,Grootfontein,NA,-19.5667,18.1167,73.45,20,6,1.36,clear sky
475,Te Anau,NZ,-45.4167,167.7167,36.73,97,75,1.41,broken clouds
476,Cosala,MX,24.4125,-106.6908,84.11,73,78,0.89,broken clouds
477,Ornskoldsvik,SE,63.2909,18.7153,67.82,55,40,11.5,scattered clouds
478,Tarakan,ID,3.3,117.6333,83.7,84,40,5.75,scattered clouds
479,Agadez,NE,19.75,10.25,106.16,9,16,10.13,few clouds
480,Bone,DE,51.9669,12.1396,67.86,72,100,6.69,light rain
481,Oksfjord,NO,70.2396,22.3479,59.07,78,97,2.55,overcast clouds
482,Peque,CO,7.0212,-75.9093,82.51,51,11,1.05,few clouds
483,La Palma,US,33.8464,-118.0467,91.96,74,1,1.99,clear sky
484,Dulce Nombre De Culmi,HN,15.1,-85.5333,86.23,58,18,3.36,few clouds
485,Mumford,GH,5.2618,-0.759,78.91,75,83,13.04,broken clouds
486,Whitecourt,CA,54.1502,-115.6855,73.49,46,30,3.58,scattered clouds
487,Khorixas,NA,-20.3667,14.9667,80.55,14,30,10.04,scattered clouds
488,Mariinsk,RU,56.2139,87.7472,57.27,95,18,2.55,few clouds
489,Eenhana,NA,-17.4667,16.3333,81.32,13,11,3.44,few clouds
490,Harper,LR,4.375,-7.7169,79.99,67,69,10.78,broken clouds
491,Sidi Ali,DZ,36.0998,0.4206,86.59,31,3,6.49,clear sky
492,Wamba,NG,8.9333,8.6,74.57,89,100,4.63,light rain
493,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,68,45,10.58,scattered clouds
494,Zverinogolovskoye,RU,54.4586,64.8542,74.12,65,52,9.17,light rain
495,Talnakh,RU,69.4865,88.3972,71.15,53,50,5.93,scattered clouds
496,Simpang,ID,-1.2667,104.0833,76.21,90,100,2.77,overcast clouds
497,High Level,CA,58.5169,-117.136,60.37,46,75,7.76,broken clouds
498,Horsham,GB,51.064,-0.3272,66.02,91,75,9.22,drizzle
499,Mangit,UZ,40.5971,70.9607,88.43,24,26,5.61,scattered clouds
500,Ulladulla,AU,-35.35,150.4667,50.88,78,2,6.62,clear sky
501,San Jeronimo,PE,-11.9472,-75.2829,55.9,37,4,2.73,clear sky
502,Hachinohe,JP,40.5,141.5,76.82,91,44,3.58,scattered clouds
503,Hefei,CN,31.8639,117.2808,77.29,93,39,7.27,scattered clouds
504,Estacion Coahuila,MX,32.1939,-115.0017,97.9,56,0,18.37,clear sky
505,Todos Santos,MX,23.45,-110.2167,88.11,64,84,2.33,broken clouds
506,Velyka Bahachka,UA,49.7912,33.7226,76.33,55,99,10.22,overcast clouds
507,Espinosa,BR,-14.9261,-42.8192,81.82,29,96,9.28,overcast clouds
508,Bay-Khaak,RU,51.1667,94.5,63.1,75,99,6.82,overcast clouds
509,Choma,ZM,-16.8065,26.9531,65.14,26,0,7.87,clear sky
510,Vaitape,PF,-16.5167,-151.75,78.85,71,28,10.25,scattered clouds
511,Terra Santa,BR,-2.1042,-56.4869,95.02,43,63,1.59,broken clouds
512,Zandvoort,NL,52.3749,4.5341,75.9,57,20,9.22,few clouds
513,Faya,SA,18.3851,42.4509,64.92,58,74,6.8,broken clouds
514,Tevaitoa,PF,-16.7833,-151.5,78.71,73,37,10.2,scattered clouds
515,Rimouski,CA,48.4488,-68.524,68.9,71,75,3.87,broken clouds
516,Zaplavnoye,RU,48.7048,45.0229,87.66,27,53,10.22,broken clouds
517,Fort Nelson,CA,58.8053,-122.7002,60.03,76,100,2.06,overcast clouds
518,Camocim,BR,-2.9022,-40.8411,90.97,45,62,9.98,broken clouds
519,Otradnoye,RU,59.7775,30.8181,68.05,54,100,5.75,overcast clouds
520,Canoa,DO,18.355,-71.1585,89.31,58,20,17.27,few clouds
521,Eureka,US,40.8021,-124.1637,58.19,94,95,1.01,overcast clouds
522,Nuuk,GL,64.1835,-51.7216,50.61,81,75,28.77,moderate rain
523,Dunkwa,GH,5.9656,-1.78,78.51,85,93,4.68,moderate rain
524,Bontang,ID,0.1333,117.5,77.56,89,72,7.67,broken clouds
525,Flin Flon,CA,54.7682,-101.865,65.86,38,59,2.8,broken clouds
526,Merauke,ID,-8.4667,140.3333,73.67,86,63,12.53,broken clouds
527,Lidkoping,SE,58.5052,13.1577,72.54,67,95,6.98,overcast clouds
528,Poum,NC,-20.2333,164.0167,70.52,69,77,20.58,broken clouds
529,Kuito,AO,-12.3833,16.9333,75.69,16,0,4.81,clear sky
530,Kenai,US,60.5544,-151.2583,54.14,95,40,0.0,fog
531,Cururupu,BR,-1.8283,-44.8683,90.0,43,73,6.98,broken clouds
532,Lavrentiya,RU,65.5833,-171.0,51.85,89,100,7.9,overcast clouds
533,Half Moon Bay,US,37.4636,-122.4286,65.88,84,75,6.91,broken clouds
534,Veraval,IN,20.9,70.3667,82.33,81,100,15.93,overcast clouds
535,Chimore,BO,-16.9833,-65.1333,86.76,27,0,3.09,clear sky
536,Najran,SA,17.4924,44.1277,91.62,20,97,4.92,overcast clouds
537,Kavieng,PG,-2.5744,150.7967,80.85,77,90,3.13,light rain
538,Santiago Del Estero,AR,-27.7951,-64.2615,71.69,24,96,9.46,overcast clouds
539,Thinadhoo,MV,0.5333,72.9333,81.88,72,65,2.73,light rain
540,Arkhangelskaya,RU,45.6796,40.2754,89.28,36,44,14.2,scattered clouds
541,Papayal,PE,-4.0761,-80.7361,83.77,40,0,4.14,clear sky
542,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,85,20,17.27,few clouds
543,Brae,GB,60.3964,-1.353,60.71,76,95,20.94,overcast clouds
544,Chitipa,MW,-9.7024,33.2697,64.85,62,10,7.43,clear sky
545,Bokoro,TD,12.3807,17.0568,90.75,48,21,6.87,few clouds
546,Erdaojiang,CN,41.7764,126.0319,67.77,96,100,3.27,light rain
547,Tornyospalca,HU,48.2667,22.1833,70.03,74,99,15.7,light rain
548,Lagoa,PT,39.05,-27.9833,73.08,89,0,18.05,clear sky
549,Calvia,ES,39.5657,2.5062,88.41,72,5,9.19,clear sky
550,Sioux Lookout,CA,50.1001,-91.917,68.94,73,89,6.78,overcast clouds
551,Oriximina,BR,-1.7656,-55.8661,90.55,49,59,3.62,broken clouds
552,Lasa,IT,46.6166,10.7002,73.31,64,76,4.23,broken clouds
553,Okhotsk,RU,59.3833,143.3,50.7,91,1,4.18,clear sky
554,Lososina,RU,48.9975,140.3106,60.26,98,100,4.65,moderate rain
555,Broken Hill,AU,-31.95,141.4333,54.57,61,100,6.96,overcast clouds
556,Abu Samrah,SY,35.3029,37.1841,98.8,17,42,16.37,scattered clouds
557,Luyang,CN,27.6239,110.0989,77.88,86,30,3.0,scattered clouds
558,Hokitika,NZ,-42.7167,170.9667,46.69,87,100,5.19,overcast clouds
559,Bantogon,PH,6.5333,124.0333,79.81,80,79,5.84,broken clouds
560,Krasnodon,UA,48.2923,39.7373,84.58,35,60,6.42,broken clouds
561,Totma,RU,59.9747,42.7642,60.8,61,90,3.76,overcast clouds
562,Aksarka,RU,66.5606,67.7975,67.59,66,96,7.85,overcast clouds
563,Redding,US,40.5865,-122.3917,77.72,39,1,1.01,smoke
564,Bengkulu,ID,-3.8004,102.2655,76.55,87,90,3.31,overcast clouds
565,Kargil,IN,34.5667,76.1,62.65,37,44,9.91,scattered clouds
566,Luba,GQ,3.4568,8.5547,78.44,81,43,8.16,light rain
567,Sarkand,KZ,45.41,79.9186,68.7,35,3,4.92,clear sky
568,Coihaique,CL,-45.5752,-72.0662,52.41,58,90,10.36,light intensity shower rain
569,Wasilla,US,61.5814,-149.4394,57.06,91,1,0.0,smoke
570,Dawei,MM,14.0833,98.2,77.36,93,100,6.42,overcast clouds
571,Yeppoon,AU,-23.1333,150.7333,49.78,63,20,7.92,few clouds
572,Kirakira,SB,-10.4544,161.9205,72.99,79,8,6.17,clear sky
573,Tabat,ID,-2.635,115.2274,74.73,95,100,2.19,overcast clouds
574,Vilhena,BR,-12.7406,-60.1458,89.58,22,1,4.65,clear sky
575,Nhulunbuy,AU,-12.2333,136.7667,72.21,73,75,11.5,broken clouds
576,Zinder,NE,13.8072,8.9881,94.69,34,90,7.67,overcast clouds
577,Mbuguni,TZ,-3.5667,36.95,74.62,49,99,12.5,overcast clouds
578,Shubarkuduk,KZ,49.1447,56.4872,90.39,17,91,5.28,overcast clouds
579,Behshahr,IR,36.6923,53.5526,83.08,49,27,0.76,scattered clouds
580,Padang,ID,-0.9492,100.3543,77.05,81,90,2.06,overcast clouds
581,Naples,IT,40.8333,14.25,83.52,62,40,5.01,scattered clouds
582,Tomino,ES,41.9877,-8.755,73.54,66,68,6.31,broken clouds
583,Saint-Joseph,RE,-21.3667,55.6167,66.58,73,47,16.15,scattered clouds
584,Missoula,US,47.0166,-113.8009,58.86,32,1,2.1,clear sky
585,Voyvozh,RU,62.892,54.9635,59.52,55,41,5.39,scattered clouds
586,Swan River,CA,52.1058,-101.2676,66.29,45,37,6.44,scattered clouds
587,Maniitsoq,GL,65.4167,-52.9,45.05,96,100,34.09,moderate rain
588,Yenagoa,NG,4.9247,6.2642,81.72,72,99,7.14,light rain
589,Kuznechnoye,RU,61.12,29.8686,65.44,55,80,4.61,broken clouds
590,Port Augusta,AU,-32.5,137.7667,52.7,81,99,3.22,overcast clouds
591,Wadena,US,46.4425,-95.1361,75.24,64,1,8.05,clear sky
